query	address.country_code	un_region	un_subregion	hand_edited	Freq	query_date	place_id	osm_type	display_name	class	type	importance	address.country	reviewed
chinese academy of sciences	cn	Asia	Eastern Asia	FALSE	51	2021-02-03	163215118	way	ä¸­å›½ç§‘å­¦é™¢ç‰©ç<90>†ç ”ç©¶æ‰€, ä¸­å…³æ<9d>‘å<8d>—ä¸€æ<9d>¡, æ–°ç§‘ç¥¥å›­, ä¸œå<8d>‡åœ°åŒº, æµ·æ·€åŒº, åŒ—äº¬å¸‚, 100190, ä¸­å›½	amenity	research_institute	0.249182950422608	ä¸­å›½	TRUE
southwest research institute	us	Americas	Northern America	FALSE	50	2021-02-03	258916067	relation	Southwest Research Institute, 6220, Culebra Road, San Antonio, Bexar County, Texas, 78228, United States	amenity	research_institute	0.663793454953531	United States	TRUE
ipcc	MULTI	MULTI	MULTI	TRUE	50	2021-02-03	47368685	node	IPCC, San Ignacio, Santiago, Provincia de Santiago, RegiÃ³n Metropolitana de Santiago, 8330180, Chile	amenity	university	0.101	Chile	TRUE
ethiopia	et	Africa	Eastern Africa	FALSE	49	2021-02-03	258197652	relation	áŠ¢á‰µá‹®áŒµá‹«	boundary	administrative	0.719313654189281	áŠ¢á‰µá‹®áŒµá‹«	TRUE
democratic republic of the congo	cd	Africa	Middle Africa	FALSE	49	2021-02-03	258410829	relation	RÃ©publique dÃ©mocratique du Congo	boundary	administrative	0.822405117667525	RÃ©publique dÃ©mocratique du Congo	TRUE
bill & melinda gates foundation	us	Americas	Northern America	FALSE	48	2021-02-03	177964409	way	Bill & Melinda Gates Foundation, 500, 5th Avenue North, Lower Queen Anne, Belltown, Seattle, King County, Washington, 98109, United States	office	foundation	0.833000783214491	United States	TRUE
department of energy	us	Americas	Northern America	TRUE	48	2021-02-03	228853589	way	Department of Energy, 192, Visagie Street, Pretoria Central, Tshwane Ward 80, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa	office	government	0.6004701084432	South Africa	TRUE
university of minnesota	us	Americas	Northern America	FALSE	48	2021-02-03	100997326	way	Bell Museum of Natural History, 10, Southeast Church Street, Minneapolis, Hennepin County, Minnesota, 55455, United States	tourism	museum	0.523386683132434	United States	TRUE
columbia	co	Americas	South America	FALSE	48	2021-02-03	258355394	relation	Colombia	boundary	administrative	0.779708646936571	Colombia	TRUE
ligo	us	Americas	Northern America	TRUE	47	2021-02-03	258170031	relation	LiÃ¨ge, Wallonie, 4000, BelgiÃ« / Belgique / Belgien	boundary	administrative	0.63660006822952	BelgiÃ« / Belgique / Belgien	TRUE
parliament	NONE	NA	NA	TRUE	47	2021-02-03	127825361	way	Parliament, , Boe, Yaren, Naoero	office	government	0.531052870313343	Naoero	TRUE
trump	NONE	NA	NA	TRUE	47	2021-02-03	445769	node	Trump, Baltimore County, Maryland, 21161, United States	place	hamlet	0.375244632729739	United States	TRUE
australian national university	au	Oceania	Australia and New Zealand	FALSE	47	2021-02-03	158291441	way	Australian National University, Lawson Crescent, Acton, Canberra, District of Canberra Central, Australian Capital Territory, 2601, Australia	amenity	university	0.846355606540819	Australia	TRUE
university of maryland in college park	us	Americas	Northern America	FALSE	46	2021-02-03	198712103	way	University of Maryland, College Park, Baltimore Avenue, Old Town, College Park, Prince George's County, Maryland, 20742, United States	amenity	university	1.15966453785279	United States	TRUE
karolinska institute	se	Europe	Northern Europe	FALSE	46	2021-02-03	299960275	relation	Karolinska Institutet campus Flemingsberg, HÃ¤lsovÃ¤gen, BRF. Grantorp, VisÃ¤ttra, Flemingsberg, Huddinge kommun, Stockholms lÃ¤n, 14157, Sverige	amenity	university	0.679801406140393	Sverige	TRUE
guinea	gn	Africa	Western Africa	FALSE	46	2021-02-03	257301923	relation	GuinÃ©e	boundary	administrative	0.674714358349369	GuinÃ©e	TRUE
broad institute of mit	us	Americas	Northern America	TRUE	45	2021-02-03	NA	NA	NA	NA	NA	NA	NA	TRUE
food and drug administration	us	Americas	Northern America	FALSE	45	2021-02-03	161684229	way	Food and Drug Administration, San Juan Antiguo, San Juan, Puerto Rico, United States	landuse	industrial	0.6	United States	TRUE
pfizer	us	Americas	Northern America	TRUE	45	2021-02-03	258561463	relation	Pfizer, Trujui, Partido de Moreno, Buenos Aires, Argentina	boundary	administrative	0.4	Argentina	TRUE
rutgers university	us	Americas	Northern America	FALSE	45	2021-02-03	153113578	way	Zimmerli Art Museum, 71, Hamilton Street, New Brunswick, Middlesex County, New Jersey, 08901-1248, United States	tourism	museum	0.313940046679794	United States	TRUE
washington university	us	Americas	Northern America	FALSE	44	2021-02-03	35683102	node	Washington University, Institute for Public Health, 600, South Taylor Avenue, WashU, City of Saint Louis, Missouri, 63110, United States	office	university	0.201	United States	TRUE
uganda	ug	Africa	Eastern Africa	FALSE	44	2021-02-03	257547928	relation	Uganda	boundary	administrative	0.797020967844266	Uganda	TRUE
university of bristol	gb	Europe	Northern Europe	FALSE	44	2021-02-03	50251699	node	University of Bristol, Woodland Road, High Kingsdown, Tyndall's Park, Bristol, City of Bristol, South West England, England, BS2, United Kingdom	tourism	information	0.301	United Kingdom	TRUE
environmental protection agency	us	Americas	Northern America	FALSE	43	2021-02-03	118168847	way	Environmental Protection Agency, Veterans Memorial Drive, Florence, Boone County, Kentucky, 41042, United States	office	government	0.301	United States	TRUE
utah	us	Americas	Northern America	FALSE	43	2021-02-03	257844025	relation	Utah, United States	boundary	administrative	0.803765430740067	United States	TRUE
springer nature	MULTI	MULTI	MULTI	TRUE	43	2021-02-03	107703717	way	Springer Nature, The Warehouse Way, Northcote, KaipÄ<81>tiki, Auckland, 0627, New Zealand / Aotearoa	office	company	0.201	New Zealand / Aotearoa	TRUE
drc	cd	Africa	Middle Africa	FALSE	43	2021-02-03	258410829	relation	RÃ©publique dÃ©mocratique du Congo	boundary	administrative	0.722405117667525	RÃ©publique dÃ©mocratique du Congo	TRUE
ontario	ca	Americas	Northern America	FALSE	43	2021-02-03	258413471	relation	Ontario, Canada	boundary	administrative	0.835597144214394	Canada	TRUE
cdc	us	Americas	Northern America	FALSE	42	2021-02-03	172987439	way	CDC, New Center, Detroit, Wayne County, Michigan, United States	landuse	farmyard	0.3	United States	TRUE
us department of energy	us	Americas	Northern America	TRUE	42	2021-02-03	228853589	way	Department of Energy, 192, Visagie Street, Pretoria Central, Tshwane Ward 80, Pretoria, City of Tshwane Metropolitan Municipality, Gauteng, 0126, South Africa	office	government	0.6004701084432	South Africa	TRUE
university of california, santa cruz	us	Americas	Northern America	FALSE	41	2021-02-03	75590962	node	University of California, Santa Cruz, Coolidge Drive, Santa Cruz, Santa Cruz County, California, 95064, United States	tourism	information	0.501	United States	TRUE
nigeria	ng	Africa	Western Africa	FALSE	41	2021-02-03	258179403	relation	Nigeria	boundary	administrative	0.837817167052956	Nigeria	TRUE
university of sheffield	gb	Europe	Northern Europe	FALSE	41	2021-02-03	258762437	relation	University of Sheffield, West Street, Saint George's, Sheffield, Yorkshire and the Humber, England, S1 4ET, United Kingdom	amenity	university	0.816705192186971	United Kingdom	TRUE
mcgill university	ca	Americas	Northern America	FALSE	41	2021-02-03	93463053	way	McGill University, Avenue du Parc, Saint-Louis, Plateau Mont-Royal, MontrÃ©al, AgglomÃ©ration de MontrÃ©al, MontrÃ©al (06), QuÃ©bec, H2W 1S4, Canada	amenity	university	0.201	Canada	TRUE
rhode island	us	Americas	Northern America	FALSE	40	2021-02-03	258435553	relation	Rhode Island, United States	boundary	administrative	0.888026902639812	United States	TRUE
us senate	us	Americas	Northern America	FALSE	40	2021-02-03	367209	node	Senate, Jack County, Texas, United States	place	hamlet	0.35	United States	TRUE
poland	pl	Europe	Eastern Europe	FALSE	40	2021-02-03	258357895	relation	Polska	boundary	administrative	0.852585547719659	Polska	TRUE
british columbia	ca	Americas	Northern America	FALSE	40	2021-02-03	258447774	relation	British Columbia, Canada	boundary	administrative	0.91215515233974	Canada	TRUE
university of british columbia	ca	Americas	Northern America	FALSE	40	2021-02-03	258186091	relation	University of British Columbia, Eagles Drive, Hawthorn Place, University of British Columbia, Electoral Area A, Metro Vancouver Regional District, British Columbia, V6T 1Z4, Canada	amenity	university	0.962214165030468	Canada	TRUE
northwestern university	us	Americas	Northern America	FALSE	39	2021-02-03	258324584	relation	Northwestern University, 633, Clark Street, Downtown, Evanston, Evanston Township, Cook County, Illinois, 60208, United States	amenity	university	0.78907157644275	United States	TRUE
university of california, santa barbara	us	Americas	Northern America	FALSE	39	2021-02-03	205319990	way	University of California, Santa Barbara, Santa Barbara, Santa Barbara County, California, 93106, United States	place	locality	0.625	United States	TRUE
university of colorado	us	Americas	Northern America	FALSE	39	2021-02-03	167749471	way	University of Northern Colorado, 501, 20th Street, Jackson Field, Greeley, Weld County, Colorado, 80631, United States	amenity	university	0.714405926306359	United States	TRUE
us department of agriculture	us	Americas	Northern America	FALSE	39	2021-02-03	48599253	node	US Department of Agriculture, Maine Avenue Southwest, Washington, District of Columbia, 20250, United States	office	government	1.00973759439018	United States	TRUE
us national academies of sciences	us	Americas	Northern America	TRUE	39	2021-02-03	NA	NA	NA	NA	NA	NA	NA	TRUE
gm	NONE	NA	NA	TRUE	39	2021-02-03	258194808	relation	Gambia	boundary	administrative	0.652242698231784	Gambia	TRUE
ireland	ie	Europe	Northern Europe	FALSE	39	2021-02-03	258361977	relation	Ã‰ire / Ireland	boundary	administrative	0.873845787392843	Ã‰ire / Ireland	TRUE
university of east anglia	gb	Europe	Northern Europe	FALSE	39	2021-02-03	206300612	way	University of East Anglia, Wilberforce Road, Earlham, Norwich, Norfolk, East of England, England, NR4 7TJ, United Kingdom	amenity	university	0.904172803149122	United Kingdom	TRUE
egypt	eg	Africa	Northern Africa	FALSE	39	2021-02-03	258188085	relation	Ù…ØµØ±	boundary	administrative	0.785163958233235	Ù…ØµØ±	TRUE
university of copenhagen	dk	Europe	Northern Europe	FALSE	39	2021-02-03	97069646	way	KÃ¸benhavns Universitet, NÃ¸rregade, Vesterbro, KÃ¸benhavn, KÃ¸benhavns Kommune, Region Hovedstaden, 1167, Danmark	amenity	university	0.587152318095233	Danmark	TRUE
scripps institution of oceanography	us	Americas	Northern America	FALSE	38	2021-02-03	2864486	node	Scripps Institution of Oceanography, Kennel Way, San Diego, San Diego County, California, 92093, United States	amenity	school	0.401	United States	TRUE
university of southern california	us	Americas	Northern America	FALSE	38	2021-02-03	128225751	way	University of Southern California, West Jefferson Boulevard, University Park, Los Angeles, Los Angeles County, California, 90089, United States	amenity	university	1.01587616839984	United States	TRUE
pakistan	pk	Asia	Southern Asia	FALSE	38	2021-02-03	258223154	relation	Ù¾Ø§Ú©Ø³ØªØ§Ù†	boundary	administrative	0.762909367264627	Ù¾Ø§Ú©Ø³ØªØ§Ù†	TRUE
peru	pe	Americas	South America	FALSE	38	2021-02-03	258422900	relation	PerÃº	boundary	administrative	0.762405923925327	PerÃº	TRUE
american physical society	us	Americas	Northern America	TRUE	37	2021-02-03	NA	NA	NA	NA	NA	NA	NA	TRUE
broad institute	us	Americas	Northern America	FALSE	37	2021-02-03	97512477	way	Broad Institute, Charles Street, East Cambridge, Cambridge, Middlesex County, Massachusetts, 02141, United States	building	university	0.593012981942171	United States	TRUE
us national academy of sciences	us	Americas	Northern America	FALSE	37	2021-02-03	106787905	way	National Academy of Sciences, C Street Northwest, Washington, District of Columbia, 20520, United States	office	ngo	1.00593943258948	United States	TRUE
supreme court	NONE	NA	NA	TRUE	37	2021-02-03	258928765	relation	Supreme Court, Tilak Marg, Chanakya Puri Tehsil, New Delhi, Delhi, 020626, India	amenity	courthouse	0.700289443464696	India	TRUE
astrazeneca	gb	Europe	Northern Europe	TRUE	37	2021-02-03	205568985	way	AstraZeneca, Petite-Synthe, Dunkerque, Nord, Hauts-de-France, France mÃ©tropolitaine, 59640, France	landuse	industrial	0.3	France	TRUE
francis crick institute	gb	Europe	Northern Europe	FALSE	37	2021-02-03	121182065	way	The Francis Crick Institute, 1, Midland Road, St Pancras, London Borough of Camden, London, Greater London, England, NW1 1AT, United Kingdom	amenity	research_institute	0.684723197268746	United Kingdom	TRUE
glaxosmithkline	gb	Europe	Northern Europe	FALSE	37	2021-02-03	153515967	way	GlaxoSmithKline, Elmbridge, Surrey, South East, England, KT13 0DE, United Kingdom	landuse	commercial	0.3	United Kingdom	TRUE
university of glasgow	gb	Europe	Northern Europe	FALSE	37	2021-02-03	96372396	way	University of Glasgow, Byres Road, Yorkhill, Dowanhill, Glasgow, Glasgow City, Scotland, G12 8TD, United Kingdom	amenity	university	0.862549854310082	United Kingdom	TRUE
iter	fr	Europe	Western Europe	FALSE	37	2021-02-03	115946244	way	ITER Platform, Saint-Paul-lÃ¨s-Durance, Aix-en-Provence, Bouches-du-RhÃ´ne, Provence-Alpes-CÃ´te d'Azur, France mÃ©tropolitaine, 13115, France	natural	sand	0.554322572212639	France	TRUE
american astronomical society	us	Americas	Northern America	TRUE	36	2021-02-03	NA	NA	NA	NA	NA	NA	NA	TRUE
ibm	us	Americas	Northern America	TRUE	36	2021-02-03	67786313	node	IBM, 11, ProtifaÅ¡istickÃ½ch bojovnÃ­kov, StrednÃ© Mesto, KoÅ¡ice - mestskÃ¡ Ä<8d>asÅ¥ StarÃ© Mesto, okres KoÅ¡ice I, KoÅ¡ice, KoÅ¡ickÃ½ kraj, VÃ½chodnÃ© Slovensko, 04291, Slovensko	office	company	0.742881688686971	Slovensko	TRUE
indiana university	us	Americas	Northern America	FALSE	36	2021-02-03	125822977	way	William H. Mathers Museum of World Cultures, 601, East 8th Street, Bloomington, Monroe County, Indiana, 47408, United States	tourism	museum	0.253150759043076	United States	TRUE
oklahoma	us	Americas	Northern America	FALSE	36	2021-02-03	258391951	relation	Oklahoma, United States	boundary	administrative	0.814016195392348	United States	TRUE
oregon state university	us	Americas	Northern America	FALSE	36	2021-02-03	258801464	relation	Oregon State University, Northwest Van Buren Avenue, Corvallis, Benton County, Oregon, 97331, United States	amenity	university	0.829529792748761	United States	TRUE
rockefeller university	us	Americas	Northern America	FALSE	36	2021-02-03	114891432	way	Rockefeller University, 1230, York Avenue, Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, New York, 10065, United States	amenity	university	0.696458698335865	United States	TRUE
university of north carolina	us	Americas	Northern America	FALSE	36	2021-02-03	258459202	relation	University of North Carolina, South Columbia Street, Downtown, Chapel Hill, Orange County, North Carolina, 27516, United States	amenity	university	0.982889212190386	United States	TRUE
university of texas	us	Americas	Northern America	FALSE	36	2021-02-03	175807465	way	Sam Rayburn Museum, West 5th Street, Bonham, Fannin County, Texas, 75418, United States	tourism	museum	0.101	United States	TRUE
us national institute of allergy	us	Americas	Northern America	TRUE	36	2021-02-03	NA	NA	NA	NA	NA	NA	NA	TRUE
hungary	hu	Europe	Eastern Europe	FALSE	36	2021-02-03	257662998	relation	MagyarorszÃ¡g	boundary	administrative	0.808284595263048	MagyarorszÃ¡g	TRUE
